Date,Open,High,Low,Close,Volume,AdjClose
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,37266700,170.58766174316406
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,42110300,170.58766174316406
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,57951600,171.20233154296875
2023-05-18,173,175.24000549316406,172.5800018310547,175.0500030517578,65496700,173.5419921875
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,55772400,173.6510772705078
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,43570900,172.6992950439453
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,50747300,170.08206176757812
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,45143500,170.35964965820312
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,56058300,171.49977111816406
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,54835000,173.918701171875
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,55964400,175.77261352539062
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,99625300,175.7230682373047
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,68901800,178.53855895996094
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,61945900,179.3911590576172
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,121946500,178.03297424316406
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,64848400,177.66616821289062
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,61944600,176.2881622314453
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,50214900,179.01446533203125
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,48870700,179.4010772705078
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,54274900,182.20668029785156
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,54929100,181.73085021972656
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,57462900,182.36532592773438
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,65433200,184.40757751464844
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,101235600,183.3269805908203
2023-06-20,184.41000366210938,186.10000610351562,184.41000366210938,185.00999450683594,49799100,183.41619873046875
2023-06-21,184.89999389648438,185.41000366210938,182.58999633789062,183.9600067138672,49515700,182.375244140625
2023-06-22,183.74000549316406,187.0500030517578,183.6699981689453,187,51245300,185.38905334472656
2023-06-23,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,53079300,185.07179260253906
2023-06-26,186.8300018310547,188.0500030517578,185.22999572753906,185.27000427246094,48088700,183.6739501953125
2023-06-27,185.88999938964844,188.38999938964844,185.6699981689453,188.05999755859375,50730800,186.43992614746094
2023-06-28,187.92999267578125,189.89999389648438,187.60000610351562,189.25,51216800,187.6196746826172
2023-06-29,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,46347300,187.95672607421875
2023-06-30,191.6300048828125,194.47999572753906,191.25999450683594,193.97000122070312,85069600,192.2989959716797
2023-07-03,193.77999877929688,193.8800048828125,191.75999450683594,192.4600067138672,31458200,190.80198669433594
2023-07-05,191.57000732421875,192.97999572753906,190.6199951171875,191.3300018310547,46920300,189.68174743652344
2023-07-06,189.83999633789062,192.02000427246094,189.1999969482422,191.80999755859375,45094300,190.1575927734375
2023-07-07,191.41000366210938,192.6699981689453,190.24000549316406,190.67999267578125,46778000,189.037353515625
2023-07-10,189.25999450683594,189.99000549316406,187.0399932861328,188.61000061035156,59922200,186.9851837158203
2023-07-11,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,46638100,186.45974731445312
2023-07-12,189.67999267578125,191.6999969482422,188.47000122070312,189.77000427246094,60750200,188.13519287109375
2023-07-13,190.5,191.19000244140625,189.77999877929688,190.5399932861328,41342300,188.8985595703125
2023-07-14,190.22999572753906,191.17999267578125,189.6300048828125,190.69000244140625,41573900,189.04727172851562
2023-07-17,191.89999389648438,194.32000732421875,191.80999755859375,193.99000549316406,50520200,192.31886291503906
2023-07-18,193.35000610351562,194.3300018310547,192.4199981689453,193.72999572753906,48353800,192.0610809326172
2023-07-19,193.10000610351562,198.22999572753906,192.64999389648438,195.10000610351562,80507300,193.41928100585938
2023-07-20,195.08999633789062,196.47000122070312,192.5,193.1300048828125,59581200,191.46627807617188
2023-07-21,194.10000610351562,194.97000122070312,191.22999572753906,191.94000244140625,71917800,190.28652954101562
2023-07-24,193.41000366210938,194.91000366210938,192.25,192.75,45377800,191.0895233154297
2023-07-25,193.3300018310547,194.44000244140625,192.9199981689453,193.6199951171875,37283200,191.95201110839844
2023-07-26,193.6699981689453,195.63999938964844,193.32000732421875,194.5,47471900,192.82443237304688
2023-07-27,196.02000427246094,197.1999969482422,192.5500030517578,193.22000122070312,47460200,191.55548095703125
2023-07-28,194.6699981689453,196.6300048828125,194.13999938964844,195.8300018310547,48291400,194.14300537109375
2023-07-31,196.05999755859375,196.49000549316406,195.25999450683594,196.4499969482422,38824100,194.7576446533203
2023-08-01,196.24000549316406,196.72999572753906,195.27999877929688,195.61000061035156,35175100,193.9248809814453
2023-08-02,195.0399932861328,195.17999267578125,191.85000610351562,192.5800018310547,50389300,190.92098999023438
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,61235200,189.5231475830078
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.99000549316406,115799700,180.42222595214844
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,97576100,177.30926513671875
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,179.8000030517578,67823000,178.25106811523438
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,60378500,176.6549530029297
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.97000122070312,54686900,176.4368438720703
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,51988100,176.4964141845703
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,43675600,178.15428161621094
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,43622600,176.15890502929688
2023-08-16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,46964900,175.28530883789062
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,174,66062900,172.73399353027344
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,61114200,173.22044372558594
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,46311900,174.5605926513672
2023-08-22,177.05999755859375,177.67999267578125,176.25,177.22999572753906,42084200,175.9404754638672
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,52722800,179.80218505859375
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,54945800,175.09666442871094
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,178.61000061035156,51449600,177.31044006347656
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,180.19000244140625,43820700,178.87896728515625
2023-08-29,179.6999969482422,184.89999389648438,179.5,184.1199951171875,53003900,182.78036499023438
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,187.64999389648438,60813900,186.28466796875
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.8699951171875,60794500,186.50306701660156
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,189.4600067138672,45732600,188.08151245117188
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,45280000,188.3197479248047
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,81755800,181.57916259765625
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,177.55999755859375,112488800,176.26806640625
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,65551300,176.88356018066406
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,179.36000061035156,58953100,178.0549774169922
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,176.3000030517578,90370200,175.0172576904297
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,174.2100067138672,84267900,172.9424591064453
2023-09-14,174,176.10000610351562,173.5800018310547,175.74000549316406,60895800,174.46133422851562
2023-09-15,176.47999572753906,176.5,173.82000732421875,175.00999450683594,109205100,173.7366180419922
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.97000122070312,67257600,176.6750946044922
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,179.07000732421875,51826900,177.76710510253906
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,175.49000549316406,58436200,174.21316528320312
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.92999267578125,63047900,172.6645050048828
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.7899932861328,56725400,173.5182342529297
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,176.0800018310547,46172700,174.79885864257812
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.9600067138672,64588900,170.70883178710938
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,170.42999267578125,66921800,169.18994140625
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.69000244140625,56294400,169.4480743408203
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,171.2100067138672,51814200,169.96429443359375
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.75,52164500,172.48580932617188
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,49594600,171.1456298828125
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,173.66000366210938,53020300,172.39645385742188
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,48527900,173.6373748779297
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,177.49000549316406,57224100,176.19859313964844
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.99000549316406,42390800,177.68768310546875
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,178.38999938964844,43698000,177.092041015625
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.8000030517578,47551100,178.4917755126953
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,180.7100067138672,56743100,179.39515686035156
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.85000610351562,51427100,177.5487060546875
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.72000122070312,52517000,177.41964721679688
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,177.14999389648438,57549400,175.86105346679688
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.83999633789062,54764400,174.5605926513672
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,175.4600067138672,59302900,174.18336486816406
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.8800048828125,64189300,171.6221466064453
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,173,55980100,171.74127197265625
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,173.44000244140625,43816600,172.17807006835938
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,171.10000610351562,57157000,169.8551025390625
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.88999938964844,70625300,165.67572021484375
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,58499100,166.99606323242188
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,51131000,169.05096435546875
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,44846000,169.52749633789062
2023-11-01,171,174.22999572753906,170.1199951171875,173.97000122070312,56934900,172.70420837402344
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,177.57000732421875,77334800,176.2780303955078
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,176.64999389648438,79763700,175.36471557617188
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,179.22999572753906,63841300,177.9259490966797
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,70530000,180.4971160888672
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.88999938964844,49340300,181.55929565429688
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210938,53763500,181.0828094482422
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,186.39999389648438,66133400,185.2875518798828
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,43627500,183.6970977783203
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,60108400,186.32135009765625
2023-11-15,187.85000610351562,189.5,187.77999877929688,188.00999450683594,53790500,186.88792419433594
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.7100067138672,54412900,188.57781982421875
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.69000244140625,50922700,188.55792236328125
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,46505100,190.3074188232422
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,38134500,189.50225830078125
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,39617700,190.1682586669922
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.97000122070312,24048300,188.83624267578125
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,40552600,188.6573028564453
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,38415400,189.263671875
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,43014200,188.2398223876953
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,48794400,188.81634521484375
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,191.24000549316406,45679300,190.0986785888672
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,189.42999267578125,43389500,188.29945373535156
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,193.4199981689453,66628400,192.26565551757812
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,192.32000732421875,41089700,191.17222595214844
2023-12-07,193.6300048828125,195,193.58999633789062,194.27000427246094,47477700,193.110595703125
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.7100067138672,53377300,194.5419921875
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,193.17999267578125,60943700,192.027099609375
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,52696900,193.5479736328125
2023-12-13,195.08999633789062,198,194.85000610351562,197.9600067138672,70404200,196.778564453125
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,198.11000061035156,66831600,196.92767333984375
2023-12-15,197.52999877929688,198.39999389648438,197,197.57000732421875,128256700,196.39089965820312
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.88999938964844,55751900,194.72091674804688
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.94000244140625,40714100,195.7646484375
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.8300018310547,52242800,193.667236328125
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.67999267578125,46482500,193.51812744140625
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.60000610351562,37122800,192.44459533691406
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,28919300,191.8978729248047
2023-12-27,192.49000549316406,193.5,191.08999633789062,193.14999389648438,48087700,191.9972686767578
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.5800018310547,34049900,192.42469787597656
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.52999877929688,42628800,191.38096618652344
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.63999938964844,82488700,184.53207397460938
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,58414500,183.15037536621094
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.91000366210938,71983600,180.8243408203125
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,181.17999267578125,62303300,180.0987091064453
2024-01-08,182.08999633789062,185.60000610351562,181.5,185.55999755859375,59144500,184.4525604248047
2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,185.13999938964844,42841800,184.03506469726562
2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,186.19000244140625,46792900,185.07882690429688
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789062,49128400,184.4823760986328
2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.9199981689453,40444700,184.81040954589844
2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.6300048828125,65603000,182.53408813476562
2024-01-17,181.27000427246094,182.92999267578125,180.3000030517578,182.67999267578125,47317400,181.58975219726562
2024-01-18,186.08999633789062,189.13999938964844,185.8300018310547,188.6300048828125,78005800,187.50424194335938
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,68741000,190.416748046875
2024-01-22,192.3000030517578,195.3300018310547,192.25999450683594,193.88999938964844,60133900,192.73284912109375
2024-01-23,195.02000427246094,195.75,193.8300018310547,195.17999267578125,42355600,194.01513671875
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789062,194.5,53631300,193.33921813964844
2024-01-25,195.22000122070312,196.27000427246094,193.11000061035156,194.1699981689453,54822100,193.0111846923828
2024-01-26,194.27000427246094,194.75999450683594,191.94000244140625,192.4199981689453,44594000,191.27162170410156
2024-01-29,192.00999450683594,192.1999969482422,189.5800018310547,191.72999572753906,47145600,190.5857391357422
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,55859400,186.9177703857422
2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,184.39999389648438,55467800,183.29946899414062
2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,186.86000061035156,64885400,185.74481201171875
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.85000610351562,102518000,184.74082946777344
2024-02-05,188.14999389648438,189.25,185.83999633789062,187.67999267578125,69668800,186.55992126464844
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,189.3000030517578,43490800,188.1702423095703
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210938,53439000,188.2795867919922
2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,40962000,187.19610595703125
2024-02-09,188.64999389648438,189.99000549316406,188,188.85000610351562,45155200,187.9624786376953
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900,186.2704620361328
2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500,184.1703643798828
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500,183.2845458984375
2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500,182.9959259033203
2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49701400,181.45318603515625
2024-02-20,181.7899932861328,182.42999267578125,180,181.55999755859375,53665600,180.70672607421875
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41529700,181.4631805419922
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,52292200,183.50352478027344
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119700,181.66221618652344
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400,180.30862426757812
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900,181.77169799804688
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953900,180.5673828125
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682600,179.90052795410156
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73488000,178.815673828125
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100,174.27708435058594
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400,169.32049560546875
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700,168.32518005371094
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169,71765100,168.2057647705078
2024-03-08,169,173.6999969482422,168.94000244140625,170.72999572753906,76114600,169.9276123046875
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500,171.93814086914062
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400,172.41586303710938
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700,170.3257598876953
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173,72913500,172.1869659423828
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121664700,171.80874633789062
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200,172.903564453125
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200,175.2524871826172
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100,177.830322265625
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300,170.5646209716797
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71106600,171.47035217285156
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300,170.0470733642578
2024-03-26,170,171.4199981689453,169.5800018310547,169.7100067138672,57388400,168.91244506835938
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300,172.49549865722656
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700,170.67410278320312
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,46240500,169.23092651367188
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329500,168.04649353027344
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691700,168.85269165039062
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704400,168.02662658691406
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42055200,168.78302001953125
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425500,167.65834045410156
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42451200,168.8726043701172
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709300,166.99148559570312
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300,174.21737670898438
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,101593300,175.72027587890625
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,73531800,171.87840270996094
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,73711200,168.583984375
2024-04-17,169.61000061035156,170.64999389648438,168,168,50901200,167.21046447753906
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,43122900,166.2549591064453
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165,67772100,164.2245635986328
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,48116400,165.0605926513672
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,49537800,166.1156005859375
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,48251800,168.2256622314453
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,50558300,169.09158325195312
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,44838400,168.5043487548828
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,68169400,172.68460083007812
2024-04-30,173.3300018310547,174.99000549316406,170,170.3300018310547,65934800,169.52951049804688
